hour_beginning	pedestrians	to_manhattan	to_brooklyn	weather_summary	temperature	precipitation	events
3/1/2018 19:00	259	142	117	partly-cloudy-night	52	0	
3/1/2018 20:00	131	94	37	partly-cloudy-night	50	0	
3/1/2018 21:00	23	16	7	partly-cloudy-night	48	0.0026	
3/1/2018 22:00	18	15	3	rain	45	0.0661	
3/1/2018 23:00	13	11	2	rain	44	0.2712	
3/2/2018 0:00	1	0	1	rain	44	0.0819	
3/2/2018 1:00	0	0	0	rain	43	0.0865	
3/2/2018 2:00	0	0	0	rain	43	0.2612	
3/2/2018 3:00	3	1	2	rain	42	0.3027	
3/2/2018 4:00	0	0	0	rain	43	0.1125	
3/2/2018 5:00	3	2	1	rain	41	0.0828	
3/2/2018 6:00	16	11	5	rain	39	0.0444	
3/2/2018 7:00	18	7	11	rain	37	0.055	
3/2/2018 8:00	41	16	25	rain	36	0.0661	
3/2/2018 9:00	44	18	26	rain	35	0.291	
3/2/2018 10:00	51	28	23	rain	35	0.1035	
3/2/2018 11:00	58	28	30	rain	36	0.0797	
3/2/2018 12:00	53	28	25	rain	36	0.0821	
3/2/2018 13:00	22	8	14	rain	36	0.0923	
3/2/2018 14:00	39	24	15	rain	36	0.0655	
3/2/2018 15:00	18	12	6	rain	35	0.0343	
3/2/2018 16:00	39	26	13	rain	35	0.0285	
3/2/2018 17:00	46	31	15	partly-cloudy-day	34	0.0231	
3/2/2018 18:00	33	31	2	rain	34	0.2134	
3/2/2018 19:00	14	13	1	partly-cloudy-night	34	0.0204	
3/2/2018 20:00	13	8	5	partly-cloudy-night	35	0.0085	
3/2/2018 21:00	16	9	7	partly-cloudy-night	35	0.0024	
3/2/2018 22:00	14	5	9	partly-cloudy-night	36	0.0011	
3/2/2018 23:00	11	4	7	partly-cloudy-night	36	0.0006	
3/3/2018 0:00	16	10	6	partly-cloudy-night	36	0.0004	
3/3/2018 1:00	8	2	6	partly-cloudy-night	36	0	
3/3/2018 2:00	0	0	0	partly-cloudy-night	36	0	
3/3/2018 3:00	3	2	1	partly-cloudy-night	36	0.0001	
3/3/2018 4:00	2	1	1	partly-cloudy-night	36	0.0008	
3/3/2018 5:00	4	0	4	partly-cloudy-night	36	0	
3/3/2018 6:00	26	11	15	partly-cloudy-night	37	0	
3/3/2018 7:00	75	36	39	partly-cloudy-day	37	0	
3/3/2018 8:00	188	94	94	clear-day	37	0	
3/3/2018 9:00	488	285	203	clear-day	38	0.0001	
3/3/2018 10:00	1022	503	519	clear-day	41	0.005	
3/3/2018 11:00	1480	746	734	clear-day	43	0.005	
3/3/2018 12:00	1665	786	879	clear-day	45	0.0063	
3/3/2018 13:00	1945	893	1052	clear-day	46	0.0059	
3/3/2018 14:00	1981	990	991	clear-day	45	0.004	
3/3/2018 15:00	2147	990	1157	partly-cloudy-day	46	0.003	
3/3/2018 16:00	1852	844	1008	partly-cloudy-day	45	0.0025	
3/3/2018 17:00	1462	722	740	partly-cloudy-day	43	0.0011	
3/3/2018 18:00	754	337	417	partly-cloudy-night	42	0.0008	
3/3/2018 19:00	403	178	225	cloudy	42	0.0007	
3/3/2018 20:00	208	102	106	cloudy	41	0.0003	
3/3/2018 21:00	120	52	68	partly-cloudy-night	41	0.0005	
3/3/2018 22:00	70	39	31	partly-cloudy-night	41	0.0002	
3/3/2018 23:00	100	72	28	partly-cloudy-night	41	0.0005	
3/4/2018 0:00	36	26	10	cloudy	40	0.0002	
3/4/2018 1:00	21	10	11	partly-cloudy-night	40	0.0001	
3/4/2018 2:00	12	9	3	partly-cloudy-night	40	0	
3/4/2018 3:00	7	6	1	partly-cloudy-night	39	0	
3/4/2018 4:00	4	0	4	partly-cloudy-night	40	0.0001	
3/4/2018 5:00	7	5	2	partly-cloudy-night	39	0.0001	
3/4/2018 6:00	50	34	16	cloudy	39	0.0003	
3/4/2018 7:00	96	44	52	cloudy	39	0.0001	
3/4/2018 8:00	190	100	90	cloudy	39	0	
3/4/2018 9:00	584	371	213	cloudy	40	0.0001	
3/4/2018 10:00	888	505	383	cloudy	41	0.0001	
3/4/2018 11:00	1380	674	706	partly-cloudy-day	41	0.0002	
3/4/2018 12:00	1363	670	693	partly-cloudy-day	42	0.0002	
3/4/2018 13:00	1648	775	873	partly-cloudy-day	42	0.0002	
3/4/2018 14:00	1643	733	910	partly-cloudy-day	42	0.0003	
3/4/2018 15:00	1684	825	859	partly-cloudy-day	43	0.0002	
3/4/2018 16:00	1652	757	895	partly-cloudy-day	43	0	
3/4/2018 17:00	1439	628	811	partly-cloudy-day	42	0.0001	
3/4/2018 18:00	840	339	501	partly-cloudy-night	39	0	
3/4/2018 19:00	405	238	167	partly-cloudy-night	38	0	
3/4/2018 20:00	200	130	70	partly-cloudy-night	36	0	
3/4/2018 21:00	107	50	57	partly-cloudy-night	35	0	
3/4/2018 22:00	46	22	24	clear-night	34	0	
3/4/2018 23:00	30	16	14	partly-cloudy-night	33	0	
3/5/2018 0:00	9	4	5	partly-cloudy-night	33	0	
3/5/2018 1:00	13	7	6	partly-cloudy-night	33	0	
3/5/2018 2:00	1	0	1	partly-cloudy-night	33	0	
3/5/2018 3:00	0	0	0	partly-cloudy-night	33	0	
3/5/2018 4:00	4	2	2	partly-cloudy-night	33	0	
3/5/2018 5:00	11	7	4	partly-cloudy-night	33	0	
3/5/2018 6:00	64	33	31	partly-cloudy-night	33	0	
3/5/2018 7:00	123	57	66	partly-cloudy-day	33	0	
3/5/2018 8:00	261	101	160	clear-day	35	0	
3/5/2018 9:00	433	227	206	partly-cloudy-day	37	0	
3/5/2018 10:00	801	424	377	partly-cloudy-day	39	0	
3/5/2018 11:00	1301	639	662	partly-cloudy-day	40	0	
3/5/2018 12:00	1258	593	665	partly-cloudy-day	40	0	
3/5/2018 13:00	1208	556	652	partly-cloudy-day	40	0	
3/5/2018 14:00	1323	600	723	cloudy	41	0	
3/5/2018 15:00	1287	576	711	cloudy	41	0	
3/5/2018 16:00	1151	539	612	cloudy	42	0	
3/5/2018 17:00	1275	681	594	cloudy	42	0.002	
3/5/2018 18:00	817	419	398	partly-cloudy-night	40	0	
3/5/2018 19:00	319	158	161	partly-cloudy-night	39	0	
3/5/2018 20:00	181	72	109	clear-night	38	0	
3/5/2018 21:00	100	48	52	clear-night	37	0	
3/5/2018 22:00	49	24	25	clear-night	36	0	
3/5/2018 23:00	43	20	23	clear-night	35	0	
3/6/2018 0:00	11	5	6	clear-night	35	0	
3/6/2018 1:00	3	2	1	clear-night	34	0	
3/6/2018 2:00	4	2	2	clear-night	34	0	
3/6/2018 3:00	9	4	5	clear-night	33	0	
3/6/2018 4:00	4	1	3	clear-night	32	0	
3/6/2018 5:00	18	10	8	clear-night	32	0	
3/6/2018 6:00	105	64	41	clear-night	31	0	
3/6/2018 7:00	153	72	81	clear-day	32	0	
3/6/2018 8:00	265	90	175	clear-day	36	0	
3/6/2018 9:00	468	254	214	clear-day	39	0	
3/6/2018 10:00	871	534	337	clear-day	40	0	
3/6/2018 11:00	1240	527	713	clear-day	42	0	
3/6/2018 12:00	1211	557	654	clear-day	44	0	
3/6/2018 13:00	1482	620	862	clear-day	44	0	
3/6/2018 14:00	1364	639	725	clear-day	44	0	
3/6/2018 15:00	1527	726	801	clear-day	44	0	
3/6/2018 16:00	1573	762	811	clear-day	43	0	
3/6/2018 17:00	1391	603	788	partly-cloudy-day	41	0	
3/6/2018 18:00	759	364	395	partly-cloudy-night	40	0	
3/6/2018 19:00	321	185	136	partly-cloudy-night	39	0	
3/6/2018 20:00	272	187	85	partly-cloudy-night	39	0	
3/6/2018 21:00	190	129	61	partly-cloudy-night	39	0	
3/6/2018 22:00	109	94	15	partly-cloudy-night	39	0	
3/6/2018 23:00	18	13	5	partly-cloudy-night	39	0	
3/7/2018 0:00	20	15	5	partly-cloudy-night	38	0	
3/7/2018 1:00	3	1	2	partly-cloudy-night	37	0	
3/7/2018 2:00	0	0	0	partly-cloudy-night	36	0.0038	
3/7/2018 3:00	0	0	0	partly-cloudy-night	34	0.013	
3/7/2018 4:00	1	0	1	partly-cloudy-night	34	0.0151	
3/7/2018 5:00	13	0	13	partly-cloudy-night	34	0.0079	
3/7/2018 6:00	29	14	15	partly-cloudy-night	34	0.0041	
3/7/2018 7:00	57	16	41	partly-cloudy-day	34	0.0052	
3/7/2018 8:00	80	28	52	partly-cloudy-day	35	0.0073	
3/7/2018 9:00	105	54	51	partly-cloudy-day	35	0.0075	
3/7/2018 10:00	203	99	104	partly-cloudy-day	36	0.0139	
3/7/2018 11:00	208	86	122	partly-cloudy-day	36	0.0176	
3/7/2018 12:00	89	47	42	partly-cloudy-day	35	0.0199	
3/7/2018 13:00	46	19	27	sleet	33	0.0358	
3/7/2018 14:00	112	44	68	sleet	34	0.0462	
3/7/2018 15:00	41	28	13	rain	34	0.037	
3/7/2018 16:00	46	29	17	sleet	33	0.0704	
3/7/2018 17:00	46	30	16	snow	32	0.0805	
3/7/2018 18:00	18	10	8	snow	33	0.0654	
3/7/2018 19:00	10	6	4	snow	33	0.0461	
3/7/2018 20:00	3	2	1	sleet	33	0.0593	
3/7/2018 21:00	8	7	1	sleet	33	0.2284	
3/7/2018 22:00	2	0	2	partly-cloudy-night	34	0.0189	
3/7/2018 23:00	6	1	5	partly-cloudy-night	34	0.0126	
3/8/2018 0:00	1	0	1	partly-cloudy-night	34	0.0037	
3/8/2018 1:00	6	4	2	partly-cloudy-night	34	0.0034	
3/8/2018 2:00	2	0	2	partly-cloudy-night	34	0.0027	
3/8/2018 3:00	0	0	0	partly-cloudy-night	34	0.005	
3/8/2018 4:00	0	0	0	clear-night	33	0.0021	
3/8/2018 5:00	4	2	2	clear-night	32	0.0014	
3/8/2018 6:00	37	22	15	clear-night	33	0.0018	
3/8/2018 7:00	62	24	38	partly-cloudy-day	33	0.0006	
3/8/2018 8:00	168	63	105	clear-day	35	0.0017	
3/8/2018 9:00	385	213	172	clear-day	37	0.0054	
3/8/2018 10:00	799	430	369	partly-cloudy-day	37	0.007	
3/8/2018 11:00	944	408	536	partly-cloudy-day	38	0.0179	
3/8/2018 12:00	1049	463	586	partly-cloudy-day	38	0.0221	
3/8/2018 13:00	958	423	535	rain	38	0.0296	
3/8/2018 14:00	1031	495	536	rain	38	0.0286	
3/8/2018 15:00	1059	453	606	snow	39	0.0281	
3/8/2018 16:00	1089	544	545	snow	38	0.0235	
3/8/2018 17:00	860	445	415	snow	38	0.0102	
3/8/2018 18:00	459	193	266	partly-cloudy-night	37	0.0037	
3/8/2018 19:00	163	63	100	partly-cloudy-night	36	0.0038	
3/8/2018 20:00	151	89	62	partly-cloudy-night	36	0.0006	
3/8/2018 21:00	125	80	45	partly-cloudy-night	35	0.003	
3/8/2018 22:00	76	46	30	partly-cloudy-night	34	0.0005	
3/8/2018 23:00	30	14	16	partly-cloudy-night	33	0	
3/9/2018 0:00	11	5	6	partly-cloudy-night	33	0	
3/9/2018 1:00	3	2	1	partly-cloudy-night	32	0.0007	
3/9/2018 2:00	4	0	4	partly-cloudy-night	31	0	
3/9/2018 3:00	2	1	1	partly-cloudy-night	31	0	
3/9/2018 4:00	3	0	3	partly-cloudy-night	30	0	
3/9/2018 5:00	16	11	5	partly-cloudy-night	29	0	
3/9/2018 6:00	60	22	38	partly-cloudy-night	29	0	
3/9/2018 7:00	124	55	69	partly-cloudy-day	29	0	
3/9/2018 8:00	229	94	135	partly-cloudy-day	31	0	
3/9/2018 9:00	359	211	148	partly-cloudy-day	33	0	
3/9/2018 10:00	834	432	402	partly-cloudy-day	35	0.0013	
3/9/2018 11:00	1007	501	506	partly-cloudy-day	36	0.0029	
3/9/2018 12:00	1222	571	651	partly-cloudy-day	37	0.009	
3/9/2018 13:00	1220	520	700	partly-cloudy-day	39	0.0109	
3/9/2018 14:00	1370	613	757	partly-cloudy-day	41	0.0115	
3/9/2018 15:00	1362	614	748	partly-cloudy-day	41	0.0151	
3/9/2018 16:00	1414	643	771	partly-cloudy-day	41	0.0154	
3/9/2018 17:00	1082	573	509	clear-day	41	0.0088	
3/9/2018 18:00	553	248	305	partly-cloudy-night	39	0.0049	
3/9/2018 19:00	256	125	131	clear-night	38	0.0004	
3/9/2018 20:00	149	82	67	clear-night	37	0	
3/9/2018 21:00	112	69	43	clear-night	36	0.0002	
3/9/2018 22:00	86	50	36	clear-night	35	0	
3/9/2018 23:00	36	26	10	clear-night	34	0	
3/10/2018 0:00	55	45	10	clear-night	34	0	
3/10/2018 1:00	38	28	10	partly-cloudy-night	34	0	
3/10/2018 2:00	5	4	1	partly-cloudy-night	33	0	
3/10/2018 3:00	5	3	2	clear-night	33	0	
3/10/2018 4:00	3	1	2	clear-night	32	0	
3/10/2018 5:00	4	4	0	clear-night	31	0	
3/10/2018 6:00	43	21	22	clear-night	31	0	
3/10/2018 7:00	93	51	42	clear-day	31	0	
3/10/2018 8:00	228	123	105	clear-day	33	0.0001	
3/10/2018 9:00	952	351	601	clear-day	35	0	
3/10/2018 10:00	1143	636	507	clear-day	36	0.0015	
3/10/2018 11:00	1465	762	703	partly-cloudy-day	37	0.0033	
3/10/2018 12:00	1854	883	971	partly-cloudy-day	38	0.0031	
3/10/2018 13:00	2156	1023	1133	partly-cloudy-day	39	0.0023	
3/10/2018 14:00	2183	979	1204	partly-cloudy-day	39	0.0041	
3/10/2018 15:00	2119	993	1126	cloudy	38	0.0024	
3/10/2018 16:00	1852	844	1008	cloudy	38	0.0022	
3/10/2018 17:00	1755	861	894	cloudy	38	0.0012	
3/10/2018 18:00	888	331	557	cloudy	38	0.0006	
3/10/2018 19:00	423	199	224	cloudy	38	0.0002	
3/10/2018 20:00	331	173	158	cloudy	37	0	
3/10/2018 21:00	166	74	92	partly-cloudy-night	37	0	
3/10/2018 22:00	167	117	50	partly-cloudy-night	36	0	
3/10/2018 23:00	171	131	40	partly-cloudy-night	35	0	
3/11/2018 0:00	139	118	21	clear-night	34	0	Daylight Saving Time starts
3/11/2018 1:00	50	24	26	partly-cloudy-night	34	0	Daylight Saving Time starts
3/11/2018 2:00	0	0	0				Daylight Saving Time starts
3/11/2018 3:00	5	3	2	partly-cloudy-night	33	0	Daylight Saving Time starts
3/11/2018 4:00	6	4	2	partly-cloudy-night	33	0	Daylight Saving Time starts
3/11/2018 5:00	25	17	8	partly-cloudy-night	32	0	Daylight Saving Time starts
3/11/2018 6:00	72	36	36	clear-night	32	0	Daylight Saving Time starts
3/11/2018 7:00	146	77	69	clear-night	31	0	Daylight Saving Time starts
3/11/2018 8:00	357	237	120	clear-day	32	0	Daylight Saving Time starts
3/11/2018 9:00	794	486	308	clear-day	34	0	Daylight Saving Time starts
3/11/2018 10:00	1270	659	611	clear-day	36	0	Daylight Saving Time starts
3/11/2018 11:00	1675	892	783	clear-day	37	0	Daylight Saving Time starts
3/11/2018 12:00	1931	930	1001	clear-day	38	0.003	Daylight Saving Time starts
3/11/2018 13:00	2073	1065	1008	clear-day	41	0.0058	Daylight Saving Time starts
3/11/2018 14:00	2176	996	1180	clear-day	42	0.004	Daylight Saving Time starts
3/11/2018 15:00	2232	1136	1096	clear-day	43	0.0056	Daylight Saving Time starts
3/11/2018 16:00	2212	1017	1195	clear-day	43	0.0045	Daylight Saving Time starts
3/11/2018 17:00	1712	793	919	clear-day	44	0.0025	Daylight Saving Time starts
3/11/2018 18:00	969	368	601	clear-day	44	0.0009	Daylight Saving Time starts
3/11/2018 19:00	430	223	207	clear-night	42	0.0002	Daylight Saving Time starts
3/11/2018 20:00	275	157	118	clear-night	40	0.0001	Daylight Saving Time starts
3/11/2018 21:00	123	50	73	clear-night	39	0	Daylight Saving Time starts
3/11/2018 22:00	68	26	42	clear-night	38	0	Daylight Saving Time starts
3/11/2018 23:00	35	11	24	clear-night	37	0	Daylight Saving Time starts
3/12/2018 0:00	35	11	24	clear-night	36	0	
3/12/2018 1:00	15	4	11	clear-night	35	0	
3/12/2018 2:00	11	8	3	clear-night	34	0	
3/12/2018 3:00	5	0	5	clear-night	33	0	
3/12/2018 4:00	1	0	1	clear-night	32	0	
3/12/2018 5:00	9	3	6	clear-night	32	0	
3/12/2018 6:00	48	29	19	clear-night	31	0	
3/12/2018 7:00	123	58	65	clear-night	31	0	
3/12/2018 8:00	188	69	119	clear-day	32	0	
3/12/2018 9:00	323	178	145	clear-day	35	0	
3/12/2018 10:00	757	381	376	clear-day	37	0	
3/12/2018 11:00	1062	550	512	clear-day	38	0	
3/12/2018 12:00	1267	598	669	clear-day	41	0.0007	
3/12/2018 13:00	1328	617	711	clear-day	42	0.0007	
3/12/2018 14:00	1411	637	774	clear-day	42	0.0015	
3/12/2018 15:00	1535	687	848	partly-cloudy-day	42	0.0003	
3/12/2018 16:00	1295	636	659	partly-cloudy-day	41	0.0002	
3/12/2018 17:00	1418	722	696	partly-cloudy-day	41	0.0002	
3/12/2018 18:00	885	465	420	partly-cloudy-day	41	0	
3/12/2018 19:00	444	213	231	partly-cloudy-night	41	0.0002	
3/12/2018 20:00	280	143	137	partly-cloudy-night	40	0.0002	
3/12/2018 21:00	163	73	90	partly-cloudy-night	40	0	
3/12/2018 22:00	52	19	33	partly-cloudy-night	38	0.0001	
3/12/2018 23:00	11	6	5	partly-cloudy-night	36	0.0028	
3/13/2018 0:00	3	1	2	partly-cloudy-night	35	0.0074	
3/13/2018 1:00	3	2	1	partly-cloudy-night	35	0.0125	
3/13/2018 2:00	0	0	0	partly-cloudy-night	35	0.0089	
3/13/2018 3:00	1	0	1	partly-cloudy-night	34	0.0044	
3/13/2018 4:00	0	0	0	partly-cloudy-night	33	0.0086	
3/13/2018 5:00	1	0	1	partly-cloudy-night	33	0.007	
3/13/2018 6:00	10	3	7	sleet	33	0.1982	
3/13/2018 7:00	34	13	21	snow	33	0.0146	
3/13/2018 8:00	70	25	45	snow	33	0.0142	
3/13/2018 9:00	82	37	45	partly-cloudy-day	34	0.0103	
3/13/2018 10:00	144	96	48	partly-cloudy-day	34	0.0067	
3/13/2018 11:00	315	153	162	partly-cloudy-day	35	0.0059	
3/13/2018 12:00	312	152	160	snow	35	0.0094	
3/13/2018 13:00	374	197	177	rain	36	0.2245	
3/13/2018 14:00	539	275	264	partly-cloudy-day	38	0.0104	
3/13/2018 15:00	739	392	347	rain	39	0.2387	
3/13/2018 16:00	796	436	360	partly-cloudy-day	39	0.0084	
3/13/2018 17:00	774	375	399	partly-cloudy-day	40	0.0025	
3/13/2018 18:00	654	380	274	clear-day	39	0.0008	
3/13/2018 19:00	444	207	237	partly-cloudy-night	37	0.0002	
3/13/2018 20:00	207	93	114	clear-night	36	0	
3/13/2018 21:00	89	40	49	clear-night	35	0	
3/13/2018 22:00	76	44	32	clear-night	35	0	
3/13/2018 23:00	41	14	27	partly-cloudy-night	34	0	
3/14/2018 0:00	28	19	9	clear-night	34	0	
3/14/2018 1:00	11	5	6	clear-night	33	0	
3/14/2018 2:00	1	0	1	clear-night	32	0	
3/14/2018 3:00	0	0	0	clear-night	32	0	
3/14/2018 4:00	2	1	1	partly-cloudy-night	32	0	
3/14/2018 5:00	7	2	5	clear-night	31	0	
3/14/2018 6:00	57	37	20	partly-cloudy-night	31	0	
3/14/2018 7:00	136	62	74	clear-night	31	0	
3/14/2018 8:00	199	78	121	clear-day	31	0	
3/14/2018 9:00	363	187	176	clear-day	32	0	
3/14/2018 10:00	785	404	381	clear-day	34	0	
3/14/2018 11:00	974	523	451	clear-day	35	0	
3/14/2018 12:00	1202	444	758	clear-day	37	0	
3/14/2018 13:00	1223	568	655	clear-day	38	0	
3/14/2018 14:00	1335	571	764	partly-cloudy-day	39	0.0002	
3/14/2018 15:00	1441	632	809	partly-cloudy-day	39	0	
3/14/2018 16:00	1152	570	582	partly-cloudy-day	39	0	
3/14/2018 17:00	997	471	526	partly-cloudy-day	38	0.0064	
3/14/2018 18:00	703	390	313	partly-cloudy-day	37	0	
3/14/2018 19:00	414	221	193	partly-cloudy-night	36	0	
3/14/2018 20:00	270	193	77	partly-cloudy-night	34	0.0007	
3/14/2018 21:00	173	117	56	partly-cloudy-night	34	0.001	
3/14/2018 22:00	71	48	23	partly-cloudy-night	34	0.001	
3/14/2018 23:00	67	53	14	partly-cloudy-night	33	0.0011	
3/15/2018 0:00	30	10	20	partly-cloudy-night	33	0.0007	
3/15/2018 1:00	6	2	4	partly-cloudy-night	33	0	
3/15/2018 2:00	7	1	6	partly-cloudy-night	33	0	
3/15/2018 3:00	0	0	0	partly-cloudy-night	33	0	
3/15/2018 4:00	1	0	1	partly-cloudy-night	32	0	
3/15/2018 5:00	6	4	2	partly-cloudy-night	32	0	
3/15/2018 6:00	37	20	17	clear-night	32	0	
3/15/2018 7:00	130	70	60	clear-night	32	0	
3/15/2018 8:00	197	80	117	partly-cloudy-day	33	0	
3/15/2018 9:00	354	166	188	clear-day	34	0	
3/15/2018 10:00	740	358	382	clear-day	36	0	
3/15/2018 11:00	1013	527	486	clear-day	38	0	
3/15/2018 12:00	1382	617	765	clear-day	41	0	
3/15/2018 13:00	1492	629	863	clear-day	43	0	
3/15/2018 14:00	1578	711	867	clear-day	44	0	
3/15/2018 15:00	1553	695	858	clear-day	46	0	
3/15/2018 16:00	1700	872	828	partly-cloudy-day	46	0	
3/15/2018 17:00	1445	691	754	partly-cloudy-day	44	0	
3/15/2018 18:00	1153	654	499	partly-cloudy-day	42	0	
3/15/2018 19:00	651	297	354	partly-cloudy-night	41	0	
3/15/2018 20:00	328	179	149	partly-cloudy-night	40	0	
3/15/2018 21:00	240	169	71	partly-cloudy-night	38	0	
3/15/2018 22:00	162	121	41	partly-cloudy-night	37	0	
3/15/2018 23:00	83	56	27	clear-night	36	0	
3/16/2018 0:00	40	27	13	clear-night	36	0	
3/16/2018 1:00	6	1	5	clear-night	35	0	
3/16/2018 2:00	1	0	1	clear-night	35	0	
3/16/2018 3:00	2	0	2	clear-night	34	0	
3/16/2018 4:00	5	4	1	clear-night	34	0	
3/16/2018 5:00	16	9	7	clear-night	33	0	
3/16/2018 6:00	80	48	32	clear-night	33	0	
3/16/2018 7:00	145	54	91	clear-night	33	0	
3/16/2018 8:00	205	99	106	clear-day	34	0	
3/16/2018 9:00	328	173	155	clear-day	35	0	
3/16/2018 10:00	858	421	437	partly-cloudy-day	36	0	
3/16/2018 11:00	1216	528	688	partly-cloudy-day	37	0	
3/16/2018 12:00	1352	673	679	partly-cloudy-day	38	0	
3/16/2018 13:00	1492	689	803	partly-cloudy-day	38	0.0017	
3/16/2018 14:00	1413	632	781	partly-cloudy-day	39	0	
3/16/2018 15:00	1496	697	799	partly-cloudy-day	39	0	
3/16/2018 16:00	1339	583	756	partly-cloudy-day	38	0	
3/16/2018 17:00	1236	627	609	partly-cloudy-day	38	0.0017	
3/16/2018 18:00	912	429	483	partly-cloudy-day	36	0	
3/16/2018 19:00	554	248	306	clear-night	35	0	
3/16/2018 20:00	267	125	142	clear-night	34	0	
3/16/2018 21:00	238	164	74	clear-night	33	0	
3/16/2018 22:00	75	45	30	clear-night	32	0	
3/16/2018 23:00	127	99	28	clear-night	32	0	
3/17/2018 0:00	107	99	8	clear-night	31	0	St. Patrick's Day
3/17/2018 1:00	18	13	5	clear-night	30	0	St. Patrick's Day
3/17/2018 2:00	9	2	7	clear-night	30	0	St. Patrick's Day
3/17/2018 3:00	1	1	0	clear-night	29	0	St. Patrick's Day
3/17/2018 4:00	0	0	0	clear-night	28	0	St. Patrick's Day
3/17/2018 5:00	3	1	2	clear-night	28	0	St. Patrick's Day
3/17/2018 6:00	35	24	11	clear-night	28	0	St. Patrick's Day
3/17/2018 7:00	103	54	49	clear-night	27	0	St. Patrick's Day
3/17/2018 8:00	147	72	75	clear-day	28	0	St. Patrick's Day
3/17/2018 9:00	424	281	143	clear-day	30	0	St. Patrick's Day
3/17/2018 10:00	847	463	384	clear-day	33	0	St. Patrick's Day
3/17/2018 11:00	1364	563	801	clear-day	35	0	St. Patrick's Day
3/17/2018 12:00	1555	735	820	clear-day	38	0	St. Patrick's Day
3/17/2018 13:00	1859	795	1064	clear-day	42	0	St. Patrick's Day
3/17/2018 14:00	1983	925	1058	clear-day	44	0	St. Patrick's Day
3/17/2018 15:00	2300	1028	1272	clear-day	46	0	St. Patrick's Day
3/17/2018 16:00	1954	844	1110	clear-day	46	0	St. Patrick's Day
3/17/2018 17:00	1738	911	827	clear-day	47	0	St. Patrick's Day
3/17/2018 18:00	1285	556	729	clear-day	47	0	St. Patrick's Day
3/17/2018 19:00	973	366	607	clear-day	46	0	St. Patrick's Day
3/17/2018 20:00	408	159	249	clear-night	44	0	St. Patrick's Day
3/17/2018 21:00	233	101	132	clear-night	43	0	St. Patrick's Day
3/17/2018 22:00	163	99	64	clear-night	41	0	St. Patrick's Day
3/17/2018 23:00	68	24	44	clear-night	39	0	St. Patrick's Day
3/18/2018 0:00	42	21	21	clear-night	37	0	
3/18/2018 1:00	27	17	10	clear-night	36	0	
3/18/2018 2:00	8	6	2	clear-night	35	0	
3/18/2018 3:00	10	4	6	clear-night	34	0	
3/18/2018 4:00	3	0	3	clear-night	33	0	
3/18/2018 5:00	3	2	1	clear-night	32	0	
3/18/2018 6:00	34	23	11	clear-night	31	0	
3/18/2018 7:00	78	37	41	clear-night	29	0	
3/18/2018 8:00	185	106	79	clear-day	29	0	
3/18/2018 9:00	381	235	146	clear-day	28	0	
3/18/2018 10:00	822	517	305	clear-day	30	0	
3/18/2018 11:00	1359	684	675	clear-day	31	0	
3/18/2018 12:00	1598	725	873	clear-day	34	0	
3/18/2018 13:00	1820	804	1016	clear-day	36	0	
3/18/2018 14:00	1905	865	1040	clear-day	39	0	
3/18/2018 15:00	1944	980	964	clear-day	40	0	
3/18/2018 16:00	1834	836	998	clear-day	42	0.0017	
3/18/2018 17:00	1591	742	849	clear-day	43	0	
3/18/2018 18:00	1352	642	710	clear-day	43	0	
3/18/2018 19:00	895	339	556	clear-day	42	0	
3/18/2018 20:00	466	237	229	clear-night	40	0	
3/18/2018 21:00	223	110	113	clear-night	39	0	
3/18/2018 22:00	123	73	50	clear-night	38	0	
3/18/2018 23:00	56	14	42	clear-night	37	0	
3/19/2018 0:00	32	11	21	clear-night	35	0	
3/19/2018 1:00	1	0	1	clear-night	34	0	
3/19/2018 2:00	1	0	1	clear-night	34	0	
3/19/2018 3:00	2	0	2	clear-night	34	0	
3/19/2018 4:00	2	1	1	clear-night	33	0	
3/19/2018 5:00	13	6	7	clear-night	33	0	
3/19/2018 6:00	55	31	24	clear-night	31	0	
3/19/2018 7:00	132	54	78	clear-night	32	0	
3/19/2018 8:00	273	94	179	clear-day	33	0	
3/19/2018 9:00	313	163	150	clear-day	35	0	
3/19/2018 10:00	648	378	270	clear-day	36	0	
3/19/2018 11:00	1022	495	527	clear-day	38	0	
3/19/2018 12:00	1262	545	717	clear-day	40	0	
3/19/2018 13:00	1310	618	692	clear-day	42	0	
3/19/2018 14:00	1365	654	711	clear-day	43	0	
3/19/2018 15:00	1538	696	842	clear-day	44	0	
3/19/2018 16:00	1315	601	714	clear-day	45	0	
3/19/2018 17:00	1366	737	629	clear-day	45	0	
3/19/2018 18:00	1120	601	519	clear-day	45	0	
3/19/2018 19:00	637	264	373	clear-day	43	0	
3/19/2018 20:00	261	109	152	clear-night	41	0	
3/19/2018 21:00	157	74	83	clear-night	39	0	
3/19/2018 22:00	58	23	35	clear-night	38	0	
3/19/2018 23:00	32	16	16	clear-night	36	0	
3/20/2018 0:00	20	15	5	clear-night	35	0	
3/20/2018 1:00	13	4	9	clear-night	34	0	
3/20/2018 2:00	10	6	4	clear-night	34	0	
3/20/2018 3:00	10	7	3	clear-night	33	0	
3/20/2018 4:00	1	0	1	clear-night	32	0	
3/20/2018 5:00	13	8	5	clear-night	31	0	
3/20/2018 6:00	62	35	27	clear-night	31	0	
